LOCATION;INDICATOR;SUBJECT;MEASURE;FREQUENCY;TIME;Value;Flag Codes
USA;STINT;TOT;PC_PA;M;2019-01;2.59;
USA;STINT;TOT;PC_PA;M;2019-02;2.49;
USA;STINT;TOT;PC_PA;M;2019-03;2.48;
USA;STINT;TOT;PC_PA;M;2019-04;2.47;
USA;STINT;TOT;PC_PA;M;2019-05;2.44;
USA;STINT;TOT;PC_PA;M;2019-06;2.3;
USA;STINT;TOT;PC_PA;M;2019-07;2.22;
USA;STINT;TOT;PC_PA;M;2019-08;2.06;
USA;STINT;TOT;PC_PA;M;2019-09;2.03;
USA;STINT;TOT;PC_PA;M;2019-10;1.88;
USA;STINT;TOT;PC_PA;M;2019-11;1.77;
USA;STINT;TOT;PC_PA;M;2019-12;1.76;
USA;STINT;TOT;PC_PA;M;2020-01;1.65;
